key,grade,readers,outcome,verdict,carried_by_its_pipeline,gradeable,note
img_00157,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.857506,
img_00158,usable,consensus=usable;level1=bad;level2=usable;level3=usable,graded,,true,0.935490,
img_00165,good,consensus=good;level1=good;level2=usable;level3=good,graded,,true,0.954513,
img_00166,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.873194,
img_00167,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.858253,
img_00168,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.946603,
img_00169,usable,consensus=usable;level1=usable;level2=usable;level3=usable,graded,,true,0.858149,
img_00200,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.695305,
img_00201,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.338559,
img_00202,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.659172,
img_00203,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.001265,
img_00204,bad,consensus=bad;level1=bad;level2=usable;level3=bad,graded,,true,0.437820,
img_00205,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.766876,
img_00206,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.156912,
img_00207,bad,consensus=bad;level1=bad;level2=usable;level3=bad,graded,,true,0.347678,
img_00208,bad,consensus=bad;level1=bad;level2=usable;level3=bad,graded,,true,0.428265,
img_00209,bad,consensus=bad;level1=bad;level2=usable;level3=bad,graded,,true,0.448297,
img_00210,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.649931,
img_00211,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.182555,
img_00213,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.928489,
img_00214,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.510800,
img_00215,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.386941,
img_00216,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.476080,
img_00217,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.442308,
img_00218,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.067106,
img_00219,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.049257,
img_00231,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.044931,
img_00232,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.015443,
img_00233,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.288260,
img_00234,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.002938,
img_00235,bad,consensus=bad;level1=bad;level2=good;level3=bad,graded,,true,0.149089,
img_00236,usable,consensus=usable;level1=usable;level2=usable;level3=usable,graded,,true,0.751839,
img_00245,usable,consensus=usable;level1=usable;level2=usable;level3=usable,graded,,true,0.308514,
img_00247,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.004205,
img_00248,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.636889,
img_00249,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.818395,
img_00250,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.525665,
img_00257,usable,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.791434,
img_00258,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.495555,
img_00259,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.899998,
img_00260,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.615371,
img_00261,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.541563,
img_00267,good,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.790308,
img_00268,good,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.888222,
img_00269,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.894516,
img_00270,good,consensus=good;level1=good;level2=usable;level3=good,graded,,true,0.846231,
img_00273,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.779640,
img_00274,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.461971,
img_00275,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.000850,
img_00276,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.000744,
img_00277,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.898765,
img_00278,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.510453,
img_00281,good,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.515856,
img_00282,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.466468,
img_00283,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.093539,
img_00284,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.178787,
img_00285,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.084176,
img_00286,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.523098,
img_00287,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.780037,
img_00288,usable,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.670227,
img_00289,usable,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.537252,
img_00290,good,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.841709,
img_00291,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.891930,
img_00292,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.798334,
img_00293,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.871566,
img_00294,usable,consensus=usable;level1=usable;level2=usable;level3=usable,graded,,true,0.449433,
img_00295,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.068764,
img_00296,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.560640,
img_00297,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.303242,
img_00298,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.131143,
img_00299,usable,consensus=usable;level1=good;level2=bad;level3=usable,graded,,true,0.258932,
img_00300,usable,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.775988,
img_00301,usable,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.905876,
img_00302,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.035518,
img_00303,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.157799,
img_00304,good,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.868891,
img_00305,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.022765,
img_00306,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.128621,
img_00307,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.009627,
img_00308,bad,consensus=bad;level1=bad;level2=usable;level3=bad,graded,,true,0.007150,
img_00309,usable,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.733184,
img_00310,usable,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.493859,
img_00311,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.639175,
img_00323,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.005600,
img_00324,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.561046,
img_00325,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.758808,
img_00326,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.523074,
img_00327,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.896062,
img_00328,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.690656,
img_00329,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.942772,
img_00330,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.897181,
img_00331,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.002354,
img_00338,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.122065,
img_00345,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.049360,
img_00346,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.007161,
img_00347,bad,consensus=bad;level1=bad;level2=usable;level3=bad,graded,,true,0.283339,
img_00348,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.099460,
img_00349,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.550622,
img_00350,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.836120,
img_00351,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.577882,
img_00352,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.875427,
img_00353,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.673019,
img_00356,good,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.782215,
img_00357,good,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.945965,
img_00358,good,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.707875,
img_00359,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.339904,
img_00361,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.002353,
img_00362,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.038417,
img_00363,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.489160,
img_00364,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.702869,
img_00365,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.447063,
img_00366,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.069028,
img_00367,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.201171,
img_00370,bad,consensus=bad;level1=bad;level2=usable;level3=bad,graded,,true,0.224585,
img_00371,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.889014,
img_00372,good,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.862950,
img_00373,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.817292,
img_00374,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.560454,
img_00375,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.383215,
img_00376,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.891375,
img_00377,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.529937,
img_00378,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.891627,
img_00379,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.853094,
img_00380,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.841136,
img_00381,usable,consensus=usable;level1=usable;level2=usable;level3=good,graded,,true,0.802647,
img_00387,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.411163,
img_00389,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.073656,
img_00390,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.017910,
img_00391,usable,consensus=usable;level1=usable;level2=usable;level3=good,graded,,true,0.673063,
img_00392,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.277218,
img_00393,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.124611,
img_00394,bad,consensus=bad;level1=bad;level2=usable;level3=bad,graded,,true,0.139814,
img_00395,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.052309,
img_00396,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.001178,
img_00397,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.742762,
img_00398,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.056553,
img_00399,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.594006,
img_00400,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.763303,
img_00401,good,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.699146,
img_00402,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.596704,
img_00403,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.372224,
img_00404,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.079381,
img_00405,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.599844,
img_00406,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.378653,
img_00407,good,consensus=good;level1=good;level2=usable;level3=good,graded,,true,0.906236,
img_00408,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.915433,
img_00409,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.599264,
img_00410,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.776422,
img_00411,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.793105,
img_00412,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.861560,
img_00413,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.970859,
img_00414,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.963067,
img_00415,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.669173,
img_00416,bad,consensus=bad;level1=bad;level2=bad;level3=usable,graded,,true,0.300059,
img_00418,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.902724,
img_00419,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.935752,
img_00420,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.027578,
img_00421,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.361452,
img_00422,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.005078,
img_00423,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.034458,
img_00424,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.405841,
img_00425,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.077992,
img_00426,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.008425,
img_00427,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.074363,
img_00428,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.331028,
img_00429,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.750579,
img_00430,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.374477,
img_00432,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.676303,
img_00433,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.787749,
img_00434,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.624206,
img_00435,good,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.838009,
img_00436,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.888258,
img_00437,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.936378,
img_00438,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.939615,
img_00439,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.832244,
img_00440,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.921758,
img_00441,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.861083,
img_00442,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.728829,
img_00443,bad,consensus=bad;level1=bad;level2=usable;level3=bad,graded,,true,0.303763,
img_00444,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.023511,
img_00446,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.034016,
img_00447,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.477663,
img_00448,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.298175,
img_00449,usable,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.807216,
img_00450,usable,consensus=usable;level1=usable;level2=usable;level3=usable,graded,,true,0.701211,
img_00451,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.563793,
img_00452,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.138655,
img_00453,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.743111,
img_00454,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.863951,
img_00455,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.746624,
img_00456,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.727313,
img_00457,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.391252,
img_00458,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.052432,
img_00459,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.955094,
img_00460,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.065461,
img_00461,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.206979,
img_00462,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.120241,
img_00463,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.119002,
img_00464,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.364093,
img_00465,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.341409,
img_00466,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.052837,
img_00467,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.051716,
img_00471,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.869270,
img_00472,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.951052,
img_00473,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.230812,
img_00474,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.714652,
img_00475,usable,consensus=usable;level1=usable;level2=usable;level3=usable,graded,,true,0.021970,
img_00482,usable,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.315865,
img_00493,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.221060,
img_00494,usable,consensus=usable;level1=usable;level2=bad;level3=usable,graded,,true,0.712419,
img_00496,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.307927,
img_00497,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.045070,
img_00498,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.189653,
img_00499,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.436514,
img_00500,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.337449,
img_00501,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.708122,
img_00502,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.139627,
img_00504,good,consensus=good;level1=good;level2=usable;level3=good,graded,,true,0.914643,
img_00505,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.720052,
img_00509,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.055541,
img_00510,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.015281,
img_00511,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.396347,
img_00512,usable,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.216977,
img_00513,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.278738,
img_00514,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.713482,
img_00515,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.334205,
img_00516,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.061104,
img_00517,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.021420,
img_00518,usable,consensus=usable;level1=usable;level2=usable;level3=usable,graded,,true,0.767226,
img_00519,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.448639,
img_00520,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.660027,
img_00521,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.678154,
img_00522,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.771306,
img_00523,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.608117,
img_00524,usable,consensus=usable;level1=usable;level2=usable;level3=usable,graded,,true,0.581101,
img_00525,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.110465,
img_00526,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.224051,
img_00527,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.855676,
img_00528,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.102929,
img_00529,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.816167,
img_00530,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.790940,
img_00533,usable,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.917124,
img_00534,good,consensus=good;level1=usable;level2=good;level3=good,graded,,true,0.914037,
img_00536,bad,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.002338,
img_00538,good,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.728254,
img_00539,usable,consensus=usable;level1=usable;level2=usable;level3=usable,graded,,true,0.568400,
img_00540,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.368896,
img_00544,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.931931,
img_00548,usable,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.686652,
img_00549,bad,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.189497,
img_00550,good,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.660032,
img_00551,good,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.531072,
img_00552,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.339337,
img_00553,usable,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.538065,
