key,subset,split,grade,grade_source,pad_fraction,readers,outcome,verdict,carried_by_its_pipeline,gradeable,note
img_00117,main,unspecified,bad,published,0.0358,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.025172,
img_00118,main,unspecified,bad,published,0.0367,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.685018,
img_00119,main,unspecified,bad,published,0.0381,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.813685,
img_00120,main,unspecified,bad,published,0.0367,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.503057,
img_00121,main,unspecified,bad,published,0.0377,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.408945,
img_00122,main,unspecified,bad,published,0.0358,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.014432,
img_00127,main,unspecified,bad,published,0.0367,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.071461,
img_00131,main,unspecified,usable,published,0.0348,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.226058,
img_00132,main,unspecified,bad,published,0.0377,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.109669,
img_00133,main,unspecified,usable,published,0.0367,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.516262,
img_00134,main,unspecified,bad,published,0.0377,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.260859,
img_00139,main,unspecified,good,published,0.0362,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.922698,
img_00140,main,unspecified,good,published,0.0358,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.743037,
img_00147,main,unspecified,usable,published,0.0358,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.879801,
img_00148,main,unspecified,usable,published,0.0377,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.722658,
img_00155,main,unspecified,usable,published,0.0358,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.479158,
img_00156,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.889824,
img_00157,main,unspecified,good,published,0.0358,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.857506,
img_00158,main,unspecified,usable,published,0.0358,consensus=usable;level1=bad;level2=usable;level3=usable,graded,,true,0.935490,
img_00165,main,unspecified,good,published,0.0358,consensus=good;level1=good;level2=usable;level3=good,graded,,true,0.954513,
img_00166,main,unspecified,usable,published,0.0377,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.873194,
img_00167,main,unspecified,usable,published,0.0372,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.858253,
img_00168,main,unspecified,usable,published,0.0051,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.946603,
img_00169,main,unspecified,usable,published,0.0061,consensus=usable;level1=usable;level2=usable;level3=usable,graded,,true,0.858149,
img_00200,main,unspecified,usable,published,0.0367,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.695305,
img_00201,main,unspecified,usable,published,0.0358,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.338559,
img_00202,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.659172,
img_00203,main,unspecified,bad,published,0.0358,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.001265,
img_00204,main,unspecified,bad,published,0.0377,consensus=bad;level1=bad;level2=usable;level3=bad,graded,,true,0.437820,
img_00205,main,unspecified,usable,published,0.0367,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.766876,
img_00206,main,unspecified,bad,published,0.0367,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.156912,
img_00207,main,unspecified,bad,published,0.0367,consensus=bad;level1=bad;level2=usable;level3=bad,graded,,true,0.347678,
img_00208,main,unspecified,bad,published,0.0358,consensus=bad;level1=bad;level2=usable;level3=bad,graded,,true,0.428265,
img_00209,main,unspecified,bad,published,0.0367,consensus=bad;level1=bad;level2=usable;level3=bad,graded,,true,0.448297,
img_00210,main,unspecified,good,published,0.0386,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.649931,
img_00211,main,unspecified,bad,published,0.0377,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.182555,
img_00213,main,unspecified,usable,published,0.0367,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.928489,
img_00214,main,unspecified,bad,published,0.0358,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.510800,
img_00215,main,unspecified,bad,published,0.0358,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.386941,
img_00216,main,unspecified,bad,published,0.0348,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.476080,
img_00217,main,unspecified,usable,published,0.0358,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.442308,
img_00218,main,unspecified,bad,published,0.0377,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.067106,
img_00219,main,unspecified,usable,published,0.0367,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.049257,
img_00231,main,unspecified,bad,published,0.0358,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.044931,
img_00232,main,unspecified,bad,published,0.0377,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.015443,
img_00233,main,unspecified,bad,published,0.0051,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.288260,
img_00234,main,unspecified,bad,published,0.0051,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.002938,
img_00235,main,unspecified,bad,published,0.0367,consensus=bad;level1=bad;level2=good;level3=bad,graded,,true,0.149089,
img_00236,main,unspecified,usable,published,0.0372,consensus=usable;level1=usable;level2=usable;level3=usable,graded,,true,0.751839,
img_00245,main,unspecified,usable,published,0.0358,consensus=usable;level1=usable;level2=usable;level3=usable,graded,,true,0.308514,
img_00247,main,unspecified,bad,published,0.0362,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.004205,
img_00248,main,unspecified,bad,published,0.0353,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.636889,
img_00249,main,unspecified,bad,published,0.0367,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.818395,
img_00250,main,unspecified,bad,published,0.0367,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.525665,
img_00257,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.791434,
img_00258,main,unspecified,usable,published,0.0358,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.495555,
img_00259,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.899998,
img_00260,main,unspecified,usable,published,0.0367,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.615371,
img_00261,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.541563,
img_00267,main,unspecified,good,published,0.0367,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.790308,
img_00268,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.888222,
img_00269,main,unspecified,usable,published,0.0377,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.894516,
img_00270,main,unspecified,good,published,0.0358,consensus=good;level1=good;level2=usable;level3=good,graded,,true,0.846231,
img_00273,main,unspecified,good,published,0.0358,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.779640,
img_00274,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.461971,
img_00275,main,unspecified,bad,published,0.0372,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.000850,
img_00276,main,unspecified,bad,published,0.0372,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.000744,
img_00277,main,unspecified,usable,published,0.0377,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.898765,
img_00278,main,unspecified,usable,published,0.0377,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.510453,
img_00281,main,unspecified,good,published,0.0358,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.515856,
img_00282,main,unspecified,usable,published,0.0061,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.466468,
img_00283,main,unspecified,bad,published,0.0051,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.093539,
img_00284,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.178787,
img_00285,main,unspecified,bad,published,0.0051,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.084176,
img_00286,main,unspecified,bad,published,0.0377,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.523098,
img_00287,main,unspecified,usable,published,0.0377,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.780037,
img_00288,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.670227,
img_00289,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.537252,
img_00290,main,unspecified,good,published,0.0358,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.841709,
img_00291,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.891930,
img_00292,main,unspecified,good,published,0.0358,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.798334,
img_00293,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.871566,
img_00294,main,unspecified,usable,published,0.0358,consensus=usable;level1=usable;level2=usable;level3=usable,graded,,true,0.449433,
img_00295,main,unspecified,bad,published,0.0358,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.068764,
img_00296,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.560640,
img_00297,main,unspecified,usable,published,0.0377,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.303242,
img_00298,main,unspecified,bad,published,0.0377,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.131143,
img_00299,main,unspecified,usable,published,0.0358,consensus=usable;level1=good;level2=bad;level3=usable,graded,,true,0.258932,
img_00300,main,unspecified,usable,published,0.0358,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.775988,
img_00301,main,unspecified,usable,published,0.0358,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.905876,
img_00302,main,unspecified,bad,published,0.0358,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.035518,
img_00303,main,unspecified,bad,published,0.0358,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.157799,
img_00304,main,unspecified,good,published,0.0358,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.868891,
img_00305,main,unspecified,bad,published,0.0061,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.022765,
img_00306,main,unspecified,bad,published,0.0051,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.128621,
img_00307,main,unspecified,bad,published,0.0367,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.009627,
img_00308,main,unspecified,bad,published,0.0358,consensus=bad;level1=bad;level2=usable;level3=bad,graded,,true,0.007150,
img_00309,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.733184,
img_00310,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=good;level3=usable,graded,,true,0.493859,
img_00311,main,unspecified,usable,published,0.0051,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.639175,
img_00323,main,unspecified,bad,published,0.0358,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.005600,
img_00324,main,unspecified,usable,published,0.0377,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.561046,
img_00325,main,unspecified,good,published,0.0358,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.758808,
img_00326,main,unspecified,bad,published,0.0072,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.523074,
img_00327,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.896062,
img_00328,main,unspecified,usable,published,0.0358,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.690656,
img_00329,main,unspecified,good,published,0.0429,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.942772,
img_00330,main,unspecified,good,published,0.0439,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.897181,
img_00331,main,unspecified,bad,published,0.0362,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.002354,
img_00338,main,unspecified,usable,published,0.0367,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.122065,
img_00345,main,unspecified,bad,published,0.0358,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.049360,
img_00346,main,unspecified,bad,published,0.0062,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.007161,
img_00347,main,unspecified,bad,published,0.0358,consensus=bad;level1=bad;level2=usable;level3=bad,graded,,true,0.283339,
img_00348,main,unspecified,bad,published,0.0061,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.099460,
img_00349,main,unspecified,usable,published,0.0358,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.550622,
img_00350,main,unspecified,good,published,0.0367,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.836120,
img_00351,main,unspecified,bad,published,0.0062,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.577882,
img_00352,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.875427,
img_00353,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.673019,
img_00356,main,unspecified,good,published,0.0367,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.782215,
img_00357,main,unspecified,good,published,0.0367,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.945965,
img_00358,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.707875,
img_00359,main,unspecified,usable,published,0.0051,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.339904,
img_00361,main,unspecified,bad,published,0.0051,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.002353,
img_00362,main,unspecified,bad,published,0.0056,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.038417,
img_00363,main,unspecified,bad,published,0.0367,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.489160,
img_00364,main,unspecified,usable,published,0.0358,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.702869,
img_00365,main,unspecified,bad,published,0.0367,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.447063,
img_00366,main,unspecified,bad,published,0.0051,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.069028,
img_00367,main,unspecified,usable,published,0.0051,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.201171,
img_00370,main,unspecified,bad,published,0.0372,consensus=bad;level1=bad;level2=usable;level3=bad,graded,,true,0.224585,
img_00371,main,unspecified,good,published,0.0367,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.889014,
img_00372,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.862950,
img_00373,main,unspecified,good,published,0.0358,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.817292,
img_00374,main,unspecified,bad,published,0.0358,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.560454,
img_00375,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.383215,
img_00376,main,unspecified,good,published,0.0358,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.891375,
img_00377,main,unspecified,usable,published,0.0358,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.529937,
img_00378,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.891627,
img_00379,main,unspecified,good,published,0.0367,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.853094,
img_00380,main,unspecified,good,published,0.0367,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.841136,
img_00381,main,unspecified,usable,published,0.0072,consensus=usable;level1=usable;level2=usable;level3=good,graded,,true,0.802647,
img_00387,main,unspecified,usable,published,0.0358,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.411163,
img_00389,main,unspecified,bad,published,0.0367,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.073656,
img_00390,main,unspecified,bad,published,0.0377,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.017910,
img_00391,main,unspecified,usable,published,0.0358,consensus=usable;level1=usable;level2=usable;level3=good,graded,,true,0.673063,
img_00392,main,unspecified,good,published,0.0358,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.277218,
img_00393,main,unspecified,usable,published,0.0358,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.124611,
img_00394,main,unspecified,bad,published,0.0072,consensus=bad;level1=bad;level2=usable;level3=bad,graded,,true,0.139814,
img_00395,main,unspecified,bad,published,0.0056,consensus=bad;level1=usable;level2=bad;level3=bad,graded,,true,0.052309,
img_00396,main,unspecified,bad,published,0.0051,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.001178,
img_00397,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.742762,
img_00398,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.056553,
img_00399,main,unspecified,usable,published,0.0367,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.594006,
img_00400,main,unspecified,usable,published,0.0386,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.763303,
img_00401,main,unspecified,good,published,0.0358,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.699146,
img_00402,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.596704,
img_00403,main,unspecified,usable,published,0.0358,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.372224,
img_00404,main,unspecified,usable,published,0.0051,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.079381,
img_00405,main,unspecified,usable,published,0.0358,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.599844,
img_00406,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.378653,
img_00407,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=usable;level3=good,graded,,true,0.906236,
img_00408,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.915433,
img_00409,main,unspecified,good,published,0.0386,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.599264,
img_00410,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.776422,
img_00411,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.793105,
img_00412,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.861560,
img_00413,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.970859,
img_00414,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.963067,
img_00415,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.669173,
img_00416,main,unspecified,bad,published,0.0348,consensus=bad;level1=bad;level2=bad;level3=usable,graded,,true,0.300059,
img_00418,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.902724,
img_00419,main,unspecified,usable,published,0.0377,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.935752,
img_00420,main,unspecified,bad,published,0.0358,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.027578,
img_00421,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.361452,
img_00422,main,unspecified,bad,published,0.0358,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.005078,
img_00423,main,unspecified,bad,published,0.0061,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.034458,
img_00424,main,unspecified,bad,published,0.0051,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.405841,
img_00425,main,unspecified,bad,published,0.0358,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.077992,
img_00426,main,unspecified,bad,published,0.0358,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.008425,
img_00427,main,unspecified,bad,published,0.0367,consensus=bad;level1=bad;level2=bad;level3=bad,graded,,true,0.074363,
img_00428,main,unspecified,usable,published,0.0386,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.331028,
img_00429,main,unspecified,usable,published,0.0367,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.750579,
img_00430,main,unspecified,usable,published,0.0358,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.374477,
img_00432,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.676303,
img_00433,main,unspecified,usable,published,0.0362,consensus=usable;level1=good;level2=usable;level3=usable,graded,,true,0.787749,
img_00434,main,unspecified,usable,published,0.0377,consensus=usable;level1=usable;level2=usable;level3=bad,graded,,true,0.624206,
img_00435,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=usable,graded,,true,0.838009,
img_00436,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.888258,
img_00437,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.936378,
img_00438,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.939615,
img_00439,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.832244,
img_00440,main,unspecified,good,published,0.0377,consensus=good;level1=good;level2=good;level3=good,graded,,true,0.921758,
