key,subset,split,reader,native_side,outcome,resampling,artery_dice,vein_dice,vessels_dice,artery_cldice,vein_cldice,vessels_cldice,artery_betti,vein_betti,vessels_betti,said_artery_px,said_vein_px,truth_artery_px,truth_vein_px,note
im001070,main,unspecified,expert,1062,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.399630,0.524956,0.521886,0.512315,0.577100,0.622624,35.000000,30.000000,70.000000,20037,27606,56674,66360,
im001096,main,unspecified,expert,1057,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.388363,0.530378,0.584646,0.455034,0.556474,0.648470,27.000000,45.000000,67.000000,34513,34365,72356,71567,
im001097,main,unspecified,expert,1059,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.456125,0.588817,0.604251,0.580902,0.576534,0.702301,20.000000,44.000000,45.000000,26616,35132,66569,62518,
im001126,main,unspecified,expert,1062,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.471038,0.590046,0.569699,0.518774,0.626001,0.610118,29.000000,34.000000,67.000000,20362,34659,48762,68316,
im001127,main,unspecified,expert,1061,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.461630,0.543358,0.549422,0.521203,0.579317,0.604195,30.000000,57.000000,87.000000,16852,30478,41918,64936,
im001154,main,unspecified,expert,1062,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.552407,0.540852,0.606120,0.615054,0.609007,0.690255,26.000000,47.000000,71.000000,32767,32260,58680,74945,
im001155,main,unspecified,expert,1065,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.575036,0.570625,0.603062,0.696883,0.663999,0.721924,26.000000,25.000000,48.000000,29175,31052,62228,65642,
im001192,main,unspecified,expert,1056,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.449936,0.513053,0.566179,0.512713,0.608640,0.669044,50.000000,36.000000,75.000000,37304,39081,91341,84185,
im001193,main,unspecified,expert,1057,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.433861,0.449661,0.545440,0.500224,0.513405,0.630819,59.000000,59.000000,116.000000,38384,38228,84812,101971,
im001218,main,unspecified,expert,1061,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.486149,0.503617,0.609006,0.591088,0.583883,0.718849,44.000000,57.000000,116.000000,44560,43560,73663,111665,
im001219,main,unspecified,expert,1063,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.487452,0.476988,0.629865,0.590478,0.545090,0.737825,48.000000,65.000000,87.000000,49035,38178,74973,94492,
im001246,main,unspecified,expert,1060,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.479923,0.502758,0.587524,0.556054,0.527128,0.672189,39.000000,46.000000,76.000000,30680,31970,61664,67394,
im001686,main,unspecified,expert,1064,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.482451,0.491215,0.585731,0.631476,0.556993,0.699080,28.000000,38.000000,56.000000,29576,25842,50573,64428,
im001749,main,unspecified,expert,1062,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.518099,0.525087,0.609106,0.593476,0.595307,0.697593,30.000000,70.000000,89.000000,41987,37131,73211,88353,
im001750,main,unspecified,expert,1066,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.440624,0.541865,0.530436,0.507693,0.623328,0.622353,51.000000,49.000000,90.000000,24644,35776,71901,80526,
im001791,main,unspecified,expert,1064,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.497085,0.521817,0.589953,0.568204,0.610140,0.710257,29.000000,47.000000,75.000000,33811,30955,71664,73848,
im001792,main,unspecified,expert,1067,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.548307,0.498365,0.600262,0.602104,0.563429,0.692443,39.000000,38.000000,79.000000,32550,35110,55988,88097,
im001814,main,unspecified,expert,1061,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.496593,0.605304,0.618381,0.586140,0.696346,0.728814,50.000000,52.000000,68.000000,32481,33493,70980,60354,
im001858,main,unspecified,expert,1064,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.481497,0.513074,0.616428,0.523148,0.582041,0.724997,41.000000,54.000000,69.000000,32520,39055,51655,92045,
im001859,main,unspecified,expert,1069,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.551626,0.585617,0.624359,0.661819,0.661554,0.738100,43.000000,49.000000,91.000000,23789,32642,44355,66836,
im002094,main,unspecified,expert,1061,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.216409,0.314365,0.381488,0.218930,0.375300,0.429133,20.000000,27.000000,44.000000,8643,14845,27058,59470,
im002348,main,unspecified,expert,1059,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.474356,0.582239,0.591093,0.547573,0.612055,0.678955,27.000000,33.000000,54.000000,25711,34594,65461,65523,
im002350,main,unspecified,expert,1056,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.523142,0.640449,0.636070,0.621654,0.688754,0.729953,27.000000,28.000000,60.000000,30483,41837,71952,69029,
im002421,main,unspecified,expert,1059,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.538914,0.604549,0.618642,0.632662,0.701611,0.712440,19.000000,40.000000,57.000000,31870,43911,63585,87142,
im002422,main,unspecified,expert,1060,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.492258,0.608690,0.620008,0.568332,0.683134,0.711833,34.000000,28.000000,63.000000,27917,40161,54877,78093,
im002471,main,unspecified,expert,1066,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.483578,0.527651,0.580248,0.577644,0.617054,0.694358,30.000000,29.000000,57.000000,29042,33318,58981,74727,
im002587,main,unspecified,expert,1064,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.530616,0.624006,0.634384,0.594962,0.709624,0.739582,33.000000,29.000000,53.000000,27714,36173,60768,64092,
im002649,main,unspecified,expert,1060,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.438717,0.449446,0.535371,0.489929,0.550019,0.614855,45.000000,45.000000,86.000000,31453,27264,69496,78711,
im002742,main,unspecified,expert,1066,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.211192,0.536849,0.511660,0.220749,0.593804,0.559033,29.000000,33.000000,55.000000,15727,33837,37277,67454,
im002743,main,unspecified,expert,1061,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.206917,0.497061,0.483640,0.260352,0.554611,0.556893,33.000000,24.000000,55.000000,11774,30560,35675,79161,
im003024,main,unspecified,expert,1059,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.502320,0.575092,0.607995,0.533790,0.690359,0.707510,36.000000,36.000000,70.000000,25438,31857,50000,63519,
im003537,main,unspecified,expert,1067,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.459342,0.476046,0.585463,0.553568,0.590487,0.719820,38.000000,58.000000,86.000000,42729,36250,91428,86255,
im003630,main,unspecified,expert,1063,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.501058,0.486294,0.600909,0.598284,0.549905,0.695386,35.000000,62.000000,73.000000,42419,34446,71983,90824,
im003631,main,unspecified,expert,1062,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.482636,0.502840,0.581257,0.553540,0.535643,0.670554,37.000000,56.000000,88.000000,35073,36724,74380,79814,
im003705,main,unspecified,expert,1062,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.109629,0.143732,0.252385,0.129874,0.144099,0.297886,28.000000,21.000000,61.000000,9918,6155,35745,63057,
im004162,main,unspecified,expert,1061,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.389712,0.505670,0.543107,0.475387,0.583870,0.656552,31.000000,45.000000,67.000000,25816,35168,74381,74880,
im004163,main,unspecified,expert,1062,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.523863,0.520534,0.596466,0.595664,0.566120,0.676498,28.000000,39.000000,70.000000,33552,32599,62141,71982,
im004455,main,unspecified,expert,1067,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.470617,0.458334,0.563873,0.552752,0.551820,0.672758,22.000000,34.000000,54.000000,27304,29111,51703,79792,
im004512,main,unspecified,expert,1061,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.476065,0.539196,0.570964,0.560576,0.579647,0.657208,29.000000,37.000000,47.000000,24022,30262,55925,62936,
im004513,main,unspecified,expert,1063,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.539395,0.563153,0.596124,0.620786,0.672575,0.698591,15.000000,27.000000,51.000000,22660,31968,41486,69358,
im004515,main,unspecified,expert,1071,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.431414,0.546726,0.554665,0.579633,0.637912,0.700858,32.000000,31.000000,61.000000,25474,33477,74838,71036,
im004516,main,unspecified,expert,1067,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.494887,0.541687,0.606595,0.597088,0.622873,0.727963,44.000000,38.000000,62.000000,32638,40304,62503,88645,
im004538,main,unspecified,expert,1068,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.354306,0.369798,0.559412,0.427013,0.509062,0.675855,24.000000,39.000000,57.000000,31166,18910,49194,68370,
im004539,main,unspecified,expert,1068,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.473513,0.564900,0.592532,0.572323,0.688435,0.726923,32.000000,27.000000,57.000000,20595,31307,41642,68562,
im004564,main,unspecified,expert,1061,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.558432,0.637965,0.630088,0.714901,0.791536,0.794689,13.000000,22.000000,41.000000,27490,29326,59321,53688,
im004790,main,unspecified,expert,1063,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.213543,0.444948,0.433555,0.256454,0.529703,0.517174,27.000000,24.000000,37.000000,18996,20562,63760,50026,
im004993,main,unspecified,expert,1060,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.463544,0.453560,0.576643,0.543134,0.564759,0.708915,23.000000,34.000000,42.000000,28958,27907,50974,76582,
im005024,main,unspecified,expert,1063,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.389082,0.458320,0.560529,0.501358,0.562760,0.699696,46.000000,31.000000,77.000000,32339,35188,75993,83275,
im005025,main,unspecified,expert,1072,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.452860,0.566264,0.587166,0.582928,0.650828,0.728032,43.000000,40.000000,75.000000,26528,36855,65942,72080,
im005060,main,unspecified,expert,1059,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.494388,0.529810,0.610546,0.590379,0.620495,0.741159,37.000000,41.000000,63.000000,39653,39425,84998,76190,
im005092,main,unspecified,expert,1058,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.474044,0.497969,0.592355,0.593147,0.590832,0.748708,32.000000,46.000000,54.000000,36104,35275,80248,80202,
im005093,main,unspecified,expert,1065,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.478166,0.470705,0.583753,0.570665,0.566209,0.734511,38.000000,34.000000,42.000000,35671,34514,71618,88340,
im005132,main,unspecified,expert,1057,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.482481,0.507145,0.597762,0.616704,0.622347,0.747498,31.000000,49.000000,71.000000,39281,36621,78991,89126,
im005133,main,unspecified,expert,1064,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.322997,0.300320,0.572159,0.395031,0.403130,0.716410,48.000000,78.000000,79.000000,46238,29367,66246,109858,
im005190,main,unspecified,expert,1064,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.505459,0.501537,0.545212,0.600200,0.607876,0.669917,26.000000,24.000000,39.000000,27777,33477,63364,87523,
im005191,main,unspecified,expert,1060,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.502148,0.528737,0.584634,0.643681,0.681676,0.745227,24.000000,27.000000,43.000000,32018,37848,60401,97361,
im005249,main,unspecified,expert,1059,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.526122,0.546128,0.590248,0.624625,0.650503,0.703015,35.000000,27.000000,63.000000,27253,34031,53770,72662,
im005283,main,unspecified,expert,1064,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.424543,0.485594,0.548835,0.525738,0.572682,0.690857,30.000000,38.000000,70.000000,27137,28502,67911,70795,
im005320,main,unspecified,expert,1069,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.159109,0.471363,0.463532,0.194115,0.609907,0.575958,24.000000,26.000000,41.000000,8982,15891,30161,46859,
im005321,main,unspecified,expert,1074,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.337512,0.485069,0.535461,0.433911,0.627154,0.692142,45.000000,29.000000,55.000000,14270,19302,31518,54069,
im005357,main,unspecified,expert,1066,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.580223,0.579332,0.614215,0.710629,0.709336,0.735389,15.000000,25.000000,39.000000,27697,28599,48584,61491,
im005387,main,unspecified,expert,1066,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.445438,0.551816,0.574577,0.566962,0.657541,0.709423,22.000000,34.000000,54.000000,25126,34441,63672,70420,
im005456,main,unspecified,expert,1070,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.406905,0.573830,0.549749,0.489858,0.690494,0.663003,26.000000,25.000000,47.000000,13342,31825,40071,67884,
im005457,main,unspecified,expert,1063,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.388732,0.552248,0.521302,0.506567,0.677600,0.653389,19.000000,22.000000,49.000000,14118,26821,44879,63718,
im005488,main,unspecified,expert,1065,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.463236,0.504183,0.601320,0.534093,0.569397,0.714752,39.000000,58.000000,90.000000,36580,44326,77975,96837,
im005489,main,unspecified,expert,1059,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.457636,0.498103,0.563771,0.568177,0.645757,0.731336,40.000000,49.000000,81.000000,31675,38875,70345,99799,
im005523,main,unspecified,expert,1067,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.485498,0.550030,0.588538,0.562870,0.658437,0.726906,36.000000,36.000000,62.000000,31530,34053,64870,81628,
im005524,main,unspecified,expert,1064,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.414401,0.477926,0.541640,0.544164,0.601041,0.703591,49.000000,52.000000,93.000000,35481,33276,95624,80432,
im005558,main,unspecified,expert,1066,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.514415,0.494742,0.604757,0.616282,0.599676,0.743936,29.000000,43.000000,57.000000,40426,36856,69668,92007,
im005713,main,unspecified,expert,1056,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.493220,0.518542,0.590893,0.594725,0.633626,0.723353,40.000000,34.000000,66.000000,35407,36059,70205,90789,
im005805,main,unspecified,expert,1071,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.029601,0.046219,0.097133,0.025705,0.045114,0.093820,18.000000,48.000000,83.000000,14573,21925,61100,102310,
im005806,main,unspecified,expert,1070,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.388236,0.498707,0.553808,0.490196,0.640420,0.700136,29.000000,27.000000,50.000000,23681,27810,46194,77001,
im005833,main,unspecified,expert,1066,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.351295,0.389255,0.564340,0.434455,0.509863,0.701544,29.000000,49.000000,64.000000,39976,33236,60925,102310,
im005834,main,unspecified,expert,1068,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.461847,0.467836,0.588514,0.603973,0.619054,0.767130,43.000000,46.000000,66.000000,43617,36768,88496,96642,
im006037,main,unspecified,expert,1058,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.516883,0.582552,0.596462,0.632227,0.710764,0.735416,23.000000,15.000000,37.000000,24697,32628,55828,67672,
im006105,main,unspecified,expert,1061,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.419604,0.433566,0.540628,0.509826,0.570002,0.688735,36.000000,30.000000,60.000000,31385,29796,64024,88216,
im006106,main,unspecified,expert,1066,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.437535,0.489410,0.566764,0.507777,0.570659,0.679095,35.000000,46.000000,81.000000,33020,35666,68965,94789,
