key,subset,split,reader,native_side,outcome,resampling,artery_dice,vein_dice,vessels_dice,artery_cldice,vein_cldice,vessels_cldice,artery_betti,vein_betti,vessels_betti,said_artery_px,said_vein_px,truth_artery_px,truth_vein_px,note
test_120_g,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.873218,,,0.937005,,,41.000000,130442,141894,0,0,
test_121_g,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.737314,,,0.777544,,,66.000000,54733,89616,0,0,
test_122_g,main,test,expert,2021,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.134466,,,0.129696,,,60.000000,68847,14926,0,0,
test_123_g,main,test,expert,2019,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.270520,,,0.296597,,,74.000000,36939,26119,0,0,
test_124_g,main,test,expert,2012,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.829628,,,0.853831,,,46.000000,76210,126629,0,0,
test_125_g,main,test,expert,2013,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.874043,,,0.903622,,,72.000000,115429,174243,0,0,
test_126_g,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.825771,,,0.879716,,,107.000000,82173,118555,0,0,
test_127_g,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.809203,,,0.836750,,,61.000000,72656,110496,0,0,
test_128_g,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.824078,,,0.902096,,,95.000000,99012,123016,0,0,
test_129_g,main,test,expert,2010,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.797982,,,0.851124,,,63.000000,80429,98058,0,0,
test_12_a,main,test,expert,2019,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.882030,,,0.952194,,,50.000000,127908,158164,0,0,
test_130_g,main,test,expert,2018,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.842596,,,0.891132,,,87.000000,112917,149809,0,0,
test_131_g,main,test,expert,2017,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.886058,,,0.949300,,,38.000000,130129,159569,0,0,
test_132_g,main,test,expert,2020,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.808894,,,0.853297,,,77.000000,73490,115688,0,0,
test_133_g,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.551325,,,0.513078,,,99.000000,67200,98953,0,0,
test_134_g,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.837522,,,0.874580,,,81.000000,119164,139900,0,0,
test_135_g,main,test,expert,2019,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.711945,,,0.703714,,,101.000000,71509,76305,0,0,
test_136_g,main,test,expert,2021,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.569684,,,0.577671,,,94.000000,40711,77817,0,0,
test_137_g,main,test,expert,2021,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.576998,,,0.555918,,,113.000000,65200,76620,0,0,
test_138_g,main,test,expert,2017,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.703388,,,0.641865,,,51.000000,17292,76070,0,0,
test_139_g,main,test,expert,2018,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.883012,,,0.915569,,,56.000000,144823,192787,0,0,
test_13_a,main,test,expert,2018,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.858733,,,0.931196,,,50.000000,122179,155928,0,0,
test_140_g,main,test,expert,2013,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.812639,,,0.849911,,,52.000000,61634,91904,0,0,
test_141_g,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.843359,,,0.910062,,,91.000000,118633,132903,0,0,
test_142_g,main,test,expert,2017,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.875908,,,0.919218,,,76.000000,156891,162708,0,0,
test_143_g,main,test,expert,2017,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.851827,,,0.911292,,,63.000000,146254,161697,0,0,
test_144_g,main,test,expert,2012,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.719706,,,0.762672,,,73.000000,63458,91424,0,0,
test_145_g,main,test,expert,2012,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.689475,,,0.690349,,,82.000000,60948,108498,0,0,
test_146_g,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.860565,,,0.904585,,,85.000000,141088,174717,0,0,
test_147_g,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.827184,,,0.892755,,,80.000000,89721,135951,0,0,
test_148_g,main,test,expert,2021,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.743646,,,0.793741,,,77.000000,62825,104049,0,0,
test_149_g,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.751989,,,0.783697,,,46.000000,42499,87843,0,0,
test_14_a,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.878238,,,0.939042,,,38.000000,118203,160680,0,0,
test_150_g,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.872681,,,0.914501,,,55.000000,109262,161547,0,0,
test_151_n,main,test,expert,2018,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.824376,,,0.835808,,,91.000000,133757,165866,0,0,
test_152_n,main,test,expert,2018,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.849085,,,0.878340,,,53.000000,131408,162958,0,0,
test_153_n,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.737493,,,0.760654,,,62.000000,90650,190130,0,0,
test_154_n,main,test,expert,2018,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.637385,,,0.664140,,,77.000000,111332,183583,0,0,
test_155_n,main,test,expert,2022,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.772135,,,0.790182,,,82.000000,96013,103395,0,0,
test_156_n,main,test,expert,2025,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.821953,,,0.866573,,,35.000000,87178,108242,0,0,
test_157_n,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.818728,,,0.842478,,,90.000000,125958,157439,0,0,
test_158_n,main,test,expert,2013,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.813466,,,0.839351,,,71.000000,115988,150027,0,0,
test_159_n,main,test,expert,2013,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.862155,,,0.899790,,,55.000000,144903,144437,0,0,
test_15_a,main,test,expert,2018,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.871936,,,0.923740,,,49.000000,115361,154134,0,0,
test_160_n,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.880034,,,0.927278,,,43.000000,143369,161003,0,0,
test_161_n,main,test,expert,2013,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.847411,,,0.898012,,,63.000000,111173,159974,0,0,
test_162_n,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.851895,,,0.900349,,,52.000000,119963,158433,0,0,
test_163_n,main,test,expert,2018,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.813410,,,0.873158,,,37.000000,96462,129064,0,0,
test_164_n,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.775100,,,0.824317,,,44.000000,85710,126917,0,0,
test_165_n,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.814492,,,0.823499,,,90.000000,121511,179464,0,0,
test_166_n,main,test,expert,2012,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.780758,,,0.794044,,,76.000000,129792,138366,0,0,
test_167_n,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.785084,,,0.790815,,,80.000000,123814,151161,0,0,
test_168_n,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.725863,,,0.753190,,,88.000000,109014,131523,0,0,
test_169_n,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.845097,,,0.897960,,,60.000000,146752,146828,0,0,
test_16_a,main,test,expert,2018,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.833410,,,0.889297,,,47.000000,108847,147073,0,0,
test_170_n,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.825244,,,0.880967,,,52.000000,125213,152871,0,0,
test_171_n,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.892843,,,0.938717,,,41.000000,163371,170683,0,0,
test_172_n,main,test,expert,2013,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.876661,,,0.933921,,,46.000000,154806,164471,0,0,
test_173_n,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.837253,,,0.848033,,,67.000000,149448,156622,0,0,
test_174_n,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.819242,,,0.852183,,,60.000000,143158,158602,0,0,
test_175_n,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.801595,,,0.821325,,,72.000000,153609,185742,0,0,
test_176_n,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.787360,,,0.813708,,,70.000000,143113,153047,0,0,
test_177_n,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.828391,,,0.815523,,,101.000000,158130,169098,0,0,
test_178_n,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.805350,,,0.796489,,,80.000000,169934,140503,0,0,
test_179_n,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.879321,,,0.921167,,,61.000000,145055,164489,0,0,
test_17_a,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.855529,,,0.924760,,,49.000000,130486,152092,0,0,
test_180_n,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.853840,,,0.911464,,,49.000000,125661,133042,0,0,
test_181_n,main,test,expert,2017,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.843208,,,0.908031,,,29.000000,116625,133147,0,0,
test_182_n,main,test,expert,2045,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.851993,,,0.935472,,,54.000000,129634,160107,0,0,
test_183_n,main,test,expert,2020,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.806069,,,0.858213,,,59.000000,101511,128891,0,0,
test_184_n,main,test,expert,2043,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.841990,,,0.917629,,,61.000000,125792,152994,0,0,
test_185_n,main,test,expert,2013,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.832561,,,0.842350,,,108.000000,140609,163968,0,0,
test_186_n,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.833609,,,0.836611,,,94.000000,116573,178459,0,0,
test_187_n,main,test,expert,2013,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.844817,,,0.877312,,,54.000000,135302,152098,0,0,
test_188_n,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.798958,,,0.848232,,,117.000000,122658,163842,0,0,
test_189_n,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.815789,,,0.868826,,,74.000000,115533,154784,0,0,
test_18_a,main,test,expert,2017,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.711117,,,0.735695,,,88.000000,71904,125286,0,0,
test_190_n,main,test,expert,2013,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.839437,,,0.874784,,,60.000000,127819,160470,0,0,
test_191_n,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.799527,,,0.818967,,,80.000000,111978,140681,0,0,
test_192_n,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.810879,,,0.826861,,,67.000000,123030,145190,0,0,
test_193_n,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.886862,,,0.925631,,,46.000000,151866,173143,0,0,
test_194_n,main,test,expert,2021,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.864632,,,0.900184,,,58.000000,143716,172464,0,0,
test_195_n,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.852152,,,0.893166,,,75.000000,126615,175240,0,0,
test_196_n,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.837262,,,0.900142,,,37.000000,117951,171427,0,0,
test_197_n,main,test,expert,2013,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.849089,,,0.877819,,,57.000000,125869,163134,0,0,
test_198_n,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.871710,,,0.924023,,,70.000000,131383,173691,0,0,
test_199_n,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.887963,,,0.915989,,,35.000000,173221,166176,0,0,
test_19_a,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.836156,,,0.858271,,,63.000000,110645,105447,0,0,
test_1_a,main,test,expert,2013,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.870341,,,0.887647,,,65.000000,159826,183729,0,0,
test_200_n,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.847811,,,0.873644,,,76.000000,152849,165953,0,0,
test_20_a,main,test,expert,2013,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.900564,,,0.944433,,,55.000000,132551,188980,0,0,
test_21_a,main,test,expert,2017,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.814620,,,0.852124,,,64.000000,100089,121274,0,0,
test_22_a,main,test,expert,2020,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.891934,,,0.952984,,,40.000000,135388,159909,0,0,
test_23_a,main,test,expert,2021,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.673099,,,0.672418,,,38.000000,138566,158191,0,0,
test_24_a,main,test,expert,2018,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.758482,,,0.830341,,,61.000000,119773,37377,0,0,
test_25_a,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.857701,,,0.906831,,,37.000000,107251,120109,0,0,
test_26_a,main,test,expert,2018,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.880348,,,0.917826,,,48.000000,131776,164468,0,0,
test_27_a,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.741355,,,0.730107,,,92.000000,111764,44344,0,0,
test_28_a,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.870922,,,0.911031,,,42.000000,123972,142289,0,0,
test_29_a,main,test,expert,2018,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.829233,,,0.881274,,,38.000000,92953,140037,0,0,
test_2_a,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.845426,,,0.882492,,,62.000000,140304,169334,0,0,
test_30_a,main,test,expert,2013,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.850285,,,0.876524,,,72.000000,106267,134717,0,0,
test_31_a,main,test,expert,2019,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.890689,,,0.929725,,,61.000000,138626,175597,0,0,
test_32_a,main,test,expert,2017,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.889352,,,0.954688,,,44.000000,127020,171334,0,0,
test_33_a,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.913981,,,0.934310,,,106.000000,197302,206853,0,0,
test_34_a,main,test,expert,2017,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.795619,,,0.873464,,,49.000000,98677,111529,0,0,
test_35_a,main,test,expert,2017,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.889248,,,0.944458,,,47.000000,143545,170988,0,0,
test_36_a,main,test,expert,2017,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.891824,,,0.949683,,,54.000000,147412,158976,0,0,
test_37_a,main,test,expert,2017,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.760404,,,0.791039,,,54.000000,72787,57313,0,0,
test_38_a,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.759492,,,0.825453,,,80.000000,87406,89565,0,0,
test_39_a,main,test,expert,2018,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.855899,,,0.923505,,,58.000000,104146,130205,0,0,
test_3_a,main,test,expert,2018,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.906227,,,0.928291,,,79.000000,191985,230072,0,0,
test_40_a,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.866129,,,0.932467,,,36.000000,109527,120202,0,0,
test_41_a,main,test,expert,2019,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.808350,,,0.830425,,,94.000000,108182,137209,0,0,
test_42_a,main,test,expert,2017,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.824373,,,0.853996,,,83.000000,107075,158808,0,0,
test_43_a,main,test,expert,2013,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.846268,,,0.899423,,,50.000000,96388,114138,0,0,
test_44_a,main,test,expert,2017,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.828635,,,0.892030,,,75.000000,118992,151282,0,0,
test_45_a,main,test,expert,2018,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.867109,,,0.931904,,,34.000000,105349,106047,0,0,
test_46_a,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.799334,,,0.877251,,,45.000000,99018,98829,0,0,
test_47_a,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.793205,,,0.838645,,,55.000000,94954,97030,0,0,
test_48_a,main,test,expert,2017,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.887776,,,0.951030,,,43.000000,127020,171334,0,0,
test_49_a,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.869362,,,0.943266,,,35.000000,134019,152927,0,0,
test_4_a,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.845518,,,0.845617,,,55.000000,110202,146130,0,0,
test_50_a,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.875355,,,0.932856,,,39.000000,116280,140751,0,0,
test_51_d,main,test,expert,2016,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.641429,,,0.635726,,,87.000000,54428,59286,0,0,
test_52_d,main,test,expert,2017,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.836238,,,0.886392,,,55.000000,47841,100554,0,0,
test_53_d,main,test,expert,2011,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.843714,,,0.850728,,,49.000000,93136,121292,0,0,
test_54_d,main,test,expert,2018,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.892906,,,0.948278,,,36.000000,137980,164870,0,0,
test_55_d,main,test,expert,2014,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.799374,,,0.850598,,,35.000000,82187,54240,0,0,
test_56_d,main,test,expert,2013,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.854980,,,0.906171,,,39.000000,126033,159704,0,0,
test_57_d,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.360953,,,0.428486,,,52.000000,24527,14729,0,0,
test_58_d,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.862895,,,0.932739,,,40.000000,117636,149366,0,0,
test_59_d,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.835550,,,0.880458,,,62.000000,117902,157175,0,0,
test_5_a,main,test,expert,2015,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.891893,,,0.895959,,,61.000000,189490,185353,0,0,
test_60_d,main,test,expert,2018,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.817016,,,0.877362,,,63.000000,124897,116053,0,0,
test_61_d,main,test,expert,2013,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",,,0.747576,,,0.724426,,,73.000000,62399,79783,0,0,
