key,subset,split,native_side,reader,outcome,resampling,said_disc_width,said_disc_height,said_disc_radius,said_disc_center_x,said_disc_center_y,truth_disc_width,truth_disc_height,truth_disc_radius,truth_disc_center_x,truth_disc_center_y,disc_dice,disc_center_offset,disc_center_offset_diameters,disc_width_error,disc_height_error,disc_radius_error,said_cup_width,said_cup_height,said_cup_radius,said_cup_center_x,said_cup_center_y,truth_cup_width,truth_cup_height,truth_cup_radius,truth_cup_center_x,truth_cup_center_y,cup_dice,cup_center_offset,cup_center_offset_diameters,cup_width_error,cup_height_error,cup_radius_error,said_vertical_ratio,truth_vertical_ratio,cup_vertical_ratio_error,said_area_ratio,truth_area_ratio,cup_area_ratio_error,cup_outside_its_disc,note
test_bosch_p11_image2,bosch,test,1437,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",196.000000,225.000000,104.089538,886.677008,794.066044,195.000000,225.000000,104.524400,882.823092,793.956764,0.967511,3.855465,0.018443,1.000000,0.000000,-0.434862,107.000000,108.000000,52.281230,894.344241,792.707581,101.000000,118.000000,53.858685,901.511028,802.428509,0.852542,12.077221,0.057772,6.000000,-10.000000,-1.577456,0.480000,0.524444,-0.044444,0.252277,0.265507,-0.013230,0.000000,
test_bosch_p11_image2,bosch,test,1437,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",196.000000,225.000000,104.089538,886.677008,794.066044,197.000000,228.000000,106.525806,884.156550,792.868022,0.966250,2.790693,0.013099,-1.000000,-3.000000,-2.436269,107.000000,108.000000,52.281230,894.344241,792.707581,116.000000,132.000000,60.249531,895.619432,788.930463,0.859087,3.986569,0.018712,-9.000000,-24.000000,-7.968301,0.480000,0.578947,-0.098947,0.252277,0.319888,-0.067611,0.000000,
test_bosch_p11_image2,bosch,test,1437,expert3,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",196.000000,225.000000,104.089538,886.677008,794.066044,194.000000,225.000000,104.916510,886.737688,794.036754,0.985762,0.067379,0.000321,2.000000,0.000000,-0.826973,107.000000,108.000000,52.281230,894.344241,792.707581,100.000000,105.000000,50.845972,908.580522,796.014282,0.820516,14.615265,0.069652,7.000000,3.000000,1.435258,0.480000,0.466667,0.013333,0.252277,0.234869,0.017408,0.000000,
test_bosch_p11_image2,bosch,test,1437,expert4,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",196.000000,225.000000,104.089538,886.677008,794.066044,207.000000,220.000000,107.977102,883.651496,797.198537,0.947584,4.355024,0.020166,-11.000000,5.000000,-3.887564,107.000000,108.000000,52.281230,894.344241,792.707581,121.000000,107.000000,56.291873,895.857358,799.272627,0.891921,6.737162,0.031197,-14.000000,1.000000,-4.010643,0.480000,0.486364,-0.006364,0.252277,0.271787,-0.019510,0.000000,
test_bosch_p11_image2,bosch,test,1437,expert5,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",196.000000,225.000000,104.089538,886.677008,794.066044,193.000000,236.000000,106.516842,882.099287,790.289446,0.950518,5.934494,0.027857,3.000000,-11.000000,-2.427304,107.000000,108.000000,52.281230,894.344241,792.707581,69.000000,99.000000,41.251481,886.934343,794.966517,0.764947,7.746572,0.036363,38.000000,9.000000,11.029749,0.480000,0.419492,0.060508,0.252277,0.149983,0.102294,0.000000,
test_bosch_p12_image1,bosch,test,1438,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",200.000000,214.000000,102.718147,663.860681,702.026579,205.000000,218.000000,104.801158,656.595740,695.917258,0.933867,9.492269,0.045287,-5.000000,-4.000000,-2.083010,112.000000,114.000000,55.974317,658.118968,704.362796,108.000000,127.000000,58.433810,661.123520,698.014543,0.905299,7.023365,0.033508,4.000000,-13.000000,-2.459493,0.532710,0.582569,-0.049859,0.296950,0.310882,-0.013933,0.000000,
test_bosch_p12_image1,bosch,test,1438,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",200.000000,214.000000,102.718147,663.860681,702.026579,207.000000,221.000000,107.619810,663.559693,699.328148,0.949592,2.715165,0.012615,-7.000000,-7.000000,-4.901663,112.000000,114.000000,55.974317,658.118968,704.362796,127.000000,127.000000,65.212116,664.887051,708.633159,0.846873,8.002684,0.037180,-15.000000,-13.000000,-9.237799,0.532710,0.574661,-0.041950,0.296950,0.367174,-0.070224,0.000000,
test_bosch_p12_image1,bosch,test,1438,expert3,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",200.000000,214.000000,102.718147,663.860681,702.026579,204.000000,227.000000,108.124398,663.444729,700.178529,0.946977,1.894282,0.008760,-4.000000,-13.000000,-5.406251,112.000000,114.000000,55.974317,658.118968,704.362796,96.000000,91.000000,46.363204,654.533393,708.044721,0.813811,5.139350,0.023766,16.000000,23.000000,9.611114,0.532710,0.400881,0.131829,0.296950,0.183865,0.113085,0.000000,
test_bosch_p12_image1,bosch,test,1438,expert4,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",200.000000,214.000000,102.718147,663.860681,702.026579,202.000000,225.000000,107.640512,660.556044,693.026236,0.930536,9.587846,0.044536,-2.000000,-11.000000,-4.922365,112.000000,114.000000,55.974317,658.118968,704.362796,115.000000,110.000000,57.064088,655.007331,708.354936,0.927614,5.061568,0.023511,-3.000000,4.000000,-1.089771,0.532710,0.488889,0.043821,0.296950,0.281044,0.015906,0.000000,
test_bosch_p12_image1,bosch,test,1438,expert5,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",200.000000,214.000000,102.718147,663.860681,702.026579,212.000000,223.000000,108.588542,660.154762,697.278939,0.942372,6.022784,0.027732,-12.000000,-9.000000,-5.870395,112.000000,114.000000,55.974317,658.118968,704.362796,105.000000,111.000000,54.023915,665.093467,702.999237,0.910372,7.106542,0.032722,7.000000,3.000000,1.950403,0.532710,0.497758,0.034952,0.296950,0.247516,0.049433,0.000000,
test_bosch_p12_image2,bosch,test,1438,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",196.000000,213.000000,102.494786,626.482714,749.278944,201.000000,209.000000,102.140132,624.096079,749.180595,0.966372,2.388660,0.011693,-5.000000,4.000000,0.354654,112.000000,111.000000,54.621594,623.353675,750.317721,107.000000,109.000000,53.246466,628.345683,750.887280,0.920022,5.024394,0.024596,5.000000,2.000000,1.375128,0.521127,0.521531,-0.000404,0.284004,0.271762,0.012242,0.000000,
test_bosch_p12_image2,bosch,test,1438,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",196.000000,213.000000,102.494786,626.482714,749.278944,195.000000,226.000000,105.605982,626.102349,750.123527,0.967255,0.926281,0.004386,1.000000,-13.000000,-3.111196,112.000000,111.000000,54.621594,623.353675,750.317721,123.000000,130.000000,63.453146,625.454898,751.212507,0.851240,2.283807,0.010813,-11.000000,-19.000000,-8.831552,0.521127,0.575221,-0.054094,0.284004,0.361018,-0.077014,0.000000,
test_bosch_p12_image2,bosch,test,1438,expert3,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",196.000000,213.000000,102.494786,626.482714,749.278944,199.000000,225.000000,106.778002,625.739440,747.917781,0.958444,1.550878,0.007262,-3.000000,-12.000000,-4.283216,112.000000,111.000000,54.621594,623.353675,750.317721,95.000000,97.000000,47.813195,613.372459,751.018797,0.852431,10.005808,0.046853,17.000000,14.000000,6.808399,0.521127,0.431111,0.090016,0.284004,0.200508,0.083496,0.000000,
test_bosch_p12_image2,bosch,test,1438,expert4,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",196.000000,213.000000,102.494786,626.482714,749.278944,210.000000,221.000000,106.305954,623.035265,748.734924,0.946574,3.490109,0.016415,-14.000000,-8.000000,-3.811168,112.000000,111.000000,54.621594,623.353675,750.317721,120.000000,111.000000,56.932851,626.108711,752.458313,0.932706,3.488890,0.016410,-8.000000,0.000000,-2.311257,0.521127,0.502262,0.018864,0.284004,0.286821,-0.002816,0.000000,
test_bosch_p12_image2,bosch,test,1438,expert5,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",196.000000,213.000000,102.494786,626.482714,749.278944,196.000000,221.000000,103.913552,620.708546,745.945494,0.951618,6.667301,0.032081,0.000000,-8.000000,-1.418766,112.000000,111.000000,54.621594,623.353675,750.317721,96.000000,108.000000,50.827188,628.471907,759.340931,0.851507,10.373747,0.049915,16.000000,3.000000,3.794406,0.521127,0.488688,0.032439,0.284004,0.239248,0.044757,0.000000,
test_bosch_p13_image1,bosch,test,1437,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",185.000000,197.000000,95.134142,911.053002,818.466571,189.000000,202.000000,96.390597,908.459009,816.061770,0.969005,3.537212,0.018348,-4.000000,-5.000000,-1.256455,87.000000,85.000000,42.419403,915.506987,819.571909,100.000000,98.000000,48.762433,921.312450,817.716867,0.835937,6.094635,0.031614,-13.000000,-13.000000,-6.343029,0.431472,0.485149,-0.053676,0.198818,0.255918,-0.057100,0.000000,
test_bosch_p13_image1,bosch,test,1437,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",185.000000,197.000000,95.134142,911.053002,818.466571,194.000000,210.000000,99.236441,909.222671,815.755382,0.954237,3.271186,0.016482,-9.000000,-13.000000,-4.102299,87.000000,85.000000,42.419403,915.506987,819.571909,104.000000,97.000000,50.967901,911.003553,813.314912,0.818155,7.709145,0.038842,-17.000000,-12.000000,-8.548498,0.431472,0.461905,-0.030433,0.198818,0.263786,-0.064967,0.000000,
test_bosch_p13_image1,bosch,test,1437,expert3,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",185.000000,197.000000,95.134142,911.053002,818.466571,190.000000,207.000000,99.244460,909.798436,817.475552,0.956178,1.598766,0.008055,-5.000000,-10.000000,-4.110318,87.000000,85.000000,42.419403,915.506987,819.571909,71.000000,69.000000,34.517154,923.065456,808.001870,0.746488,13.820139,0.069627,16.000000,16.000000,7.902250,0.431472,0.333333,0.098139,0.198818,0.120964,0.077854,0.000000,
test_bosch_p13_image1,bosch,test,1437,expert4,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",185.000000,197.000000,95.134142,911.053002,818.466571,190.000000,201.000000,97.319024,907.496572,815.505377,0.957637,4.627835,0.023777,-5.000000,-4.000000,-2.184881,87.000000,85.000000,42.419403,915.506987,819.571909,98.000000,98.000000,47.866424,918.281328,810.847735,0.836666,9.154680,0.047034,-11.000000,-13.000000,-5.447021,0.431472,0.487562,-0.056090,0.198818,0.241917,-0.043099,0.000000,
test_bosch_p13_image1,bosch,test,1437,expert5,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",185.000000,197.000000,95.134142,911.053002,818.466571,190.000000,203.000000,98.138179,904.620485,813.839343,0.942512,7.923920,0.040371,-5.000000,-6.000000,-3.004037,87.000000,85.000000,42.419403,915.506987,819.571909,66.000000,102.000000,41.007696,921.335415,821.341473,0.843270,6.091135,0.031033,21.000000,-17.000000,1.411707,0.431472,0.502463,-0.070991,0.198818,0.174604,0.024214,0.000000,
test_bosch_p13_image2,bosch,test,1437,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",183.000000,197.000000,95.003562,878.274414,792.457309,180.000000,198.000000,93.779443,875.009628,787.493214,0.956488,5.941471,0.031678,3.000000,-1.000000,1.224120,87.000000,80.000000,41.162647,884.410107,788.896111,95.000000,98.000000,47.853122,891.773839,789.778704,0.816649,7.416436,0.039542,-8.000000,-18.000000,-6.690475,0.406091,0.494949,-0.088858,0.187727,0.260379,-0.072652,0.000000,
test_bosch_p13_image2,bosch,test,1437,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",183.000000,197.000000,95.003562,878.274414,792.457309,191.000000,211.000000,100.163912,876.924776,792.035439,0.947156,1.414036,0.007059,-8.000000,-14.000000,-5.160350,87.000000,80.000000,41.162647,884.410107,788.896111,102.000000,115.000000,54.097515,887.183054,784.272678,0.733347,5.391231,0.026912,-15.000000,-35.000000,-12.934867,0.406091,0.545024,-0.138932,0.187727,0.291697,-0.103970,0.000000,
test_bosch_p13_image2,bosch,test,1437,expert3,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",183.000000,197.000000,95.003562,878.274414,792.457309,189.000000,208.000000,99.133745,878.752348,790.378798,0.957436,2.132752,0.010757,-6.000000,-11.000000,-4.130183,87.000000,80.000000,41.162647,884.410107,788.896111,89.000000,80.000000,41.734778,900.046601,783.526316,0.757388,16.532835,0.083387,-2.000000,0.000000,-0.572131,0.406091,0.384615,0.021476,0.187727,0.177237,0.010491,0.000000,
test_bosch_p13_image2,bosch,test,1437,expert4,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",183.000000,197.000000,95.003562,878.274414,792.457309,191.000000,209.000000,98.915162,876.483896,788.454096,0.951314,4.385393,0.022167,-8.000000,-12.000000,-3.911600,87.000000,80.000000,41.162647,884.410107,788.896111,89.000000,108.000000,47.679862,890.676701,789.620975,0.811231,6.308378,0.031888,-2.000000,-28.000000,-6.517214,0.406091,0.516746,-0.110655,0.187727,0.232351,-0.044624,0.000000,
test_bosch_p13_image2,bosch,test,1437,expert5,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",183.000000,197.000000,95.003562,878.274414,792.457309,191.000000,209.000000,99.606229,877.940325,786.845680,0.949399,5.621565,0.028219,-8.000000,-12.000000,-4.602667,87.000000,80.000000,41.162647,884.410107,788.896111,75.000000,96.000000,42.400640,886.937854,788.406516,0.889983,2.574725,0.012925,12.000000,-16.000000,-1.237992,0.406091,0.459330,-0.053239,0.187727,0.181206,0.006521,0.000000,
test_bosch_p14_image1,bosch,test,1440,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",202.000000,214.000000,104.249961,886.376153,868.815570,196.000000,209.000000,101.696640,879.259795,869.699548,0.951646,7.171051,0.035257,6.000000,5.000000,2.553322,97.000000,86.000000,45.339224,877.095231,864.950294,98.000000,96.000000,47.609712,871.626597,867.315546,0.877531,5.958218,0.029294,-1.000000,-10.000000,-2.270488,0.401869,0.459330,-0.057461,0.189146,0.219168,-0.030023,0.000000,
test_bosch_p14_image1,bosch,test,1440,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",202.000000,214.000000,104.249961,886.376153,868.815570,210.000000,213.000000,105.532110,885.660769,867.911341,0.980544,1.152998,0.005463,-8.000000,1.000000,-1.282149,97.000000,86.000000,45.339224,877.095231,864.950294,97.000000,100.000000,49.891716,884.951279,871.109847,0.834851,9.982864,0.047298,0.000000,-14.000000,-4.552492,0.401869,0.469484,-0.067614,0.189146,0.223505,-0.034360,0.000000,
test_bosch_p14_image1,bosch,test,1440,expert3,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",202.000000,214.000000,104.249961,886.376153,868.815570,200.000000,218.000000,103.580660,885.076900,868.450810,0.979558,1.349484,0.006514,2.000000,-4.000000,0.669302,97.000000,86.000000,45.339224,877.095231,864.950294,95.000000,97.000000,47.566235,870.954840,867.985087,0.887365,6.849407,0.033063,2.000000,-11.000000,-2.227010,0.401869,0.444954,-0.043085,0.189146,0.210882,-0.021737,0.000000,
test_bosch_p14_image1,bosch,test,1440,expert4,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",202.000000,214.000000,104.249961,886.376153,868.815570,201.000000,214.000000,103.774082,878.287154,863.305569,0.933902,9.787340,0.047157,1.000000,0.000000,0.475879,97.000000,86.000000,45.339224,877.095231,864.950294,98.000000,102.000000,47.816523,883.438535,868.723932,0.861227,7.380911,0.035562,-1.000000,-16.000000,-2.477299,0.401869,0.476636,-0.074766,0.189146,0.212314,-0.023168,0.000000,
test_bosch_p14_image1,bosch,test,1440,expert5,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",202.000000,214.000000,104.249961,886.376153,868.815570,207.000000,215.000000,105.305649,885.271313,864.871807,0.971949,4.095600,0.019446,-5.000000,-1.000000,-1.055688,97.000000,86.000000,45.339224,877.095231,864.950294,93.000000,93.000000,46.445518,872.061089,871.016084,0.888100,7.882664,0.037428,4.000000,-7.000000,-1.106293,0.401869,0.432558,-0.030689,0.189146,0.194529,-0.005383,0.000000,
test_bosch_p14_image2,bosch,test,1436,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",200.000000,211.000000,101.829577,802.752579,901.733792,188.000000,209.000000,98.387611,802.752787,905.720101,0.949275,3.986310,0.020258,12.000000,2.000000,3.441967,105.000000,105.000000,51.486743,796.634726,897.286984,95.000000,102.000000,48.651334,799.356105,901.030527,0.919944,4.628177,0.023520,10.000000,3.000000,2.835409,0.497630,0.488038,0.009592,0.255648,0.244517,0.011132,0.000000,
test_bosch_p14_image2,bosch,test,1436,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",200.000000,211.000000,101.829577,802.752579,901.733792,207.000000,223.000000,105.798711,802.691739,905.057159,0.956762,3.323924,0.015709,-7.000000,-12.000000,-3.969133,105.000000,105.000000,51.486743,796.634726,897.286984,113.000000,110.000000,55.700686,801.712424,904.012311,0.897815,8.426924,0.039825,-8.000000,-5.000000,-4.213943,0.497630,0.493274,0.004357,0.255648,0.277179,-0.021531,0.000000,
test_bosch_p14_image2,bosch,test,1436,expert3,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",200.000000,211.000000,101.829577,802.752579,901.733792,200.000000,214.000000,102.687154,804.479911,902.375857,0.979316,1.842803,0.008973,0.000000,-3.000000,-0.857577,105.000000,105.000000,51.486743,796.634726,897.286984,89.000000,95.000000,45.542367,788.913137,896.991713,0.863514,7.727233,0.037625,16.000000,10.000000,5.944376,0.497630,0.443925,0.053705,0.255648,0.196698,0.058951,0.000000,
test_bosch_p14_image2,bosch,test,1436,expert4,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",200.000000,211.000000,101.829577,802.752579,901.733792,203.000000,217.000000,103.827746,805.455222,900.024212,0.969162,3.197959,0.015400,-3.000000,-6.000000,-1.998169,105.000000,105.000000,51.486743,796.634726,897.286984,102.000000,104.000000,50.708059,797.173063,902.947017,0.877362,5.685576,0.027380,3.000000,1.000000,0.778684,0.497630,0.479263,0.018368,0.255648,0.238521,0.017127,0.000000,
test_bosch_p14_image2,bosch,test,1436,expert5,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",200.000000,211.000000,101.829577,802.752579,901.733792,203.000000,211.000000,103.549924,801.852016,896.025945,0.955600,5.778453,0.027902,-3.000000,0.000000,-1.720347,105.000000,105.000000,51.486743,796.634726,897.286984,81.000000,102.000000,45.419890,793.071594,905.405339,0.826930,8.865867,0.042810,24.000000,3.000000,6.066854,0.497630,0.483412,0.014218,0.255648,0.192394,0.063254,0.000000,
test_bosch_p15_image1,bosch,test,1440,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",194.000000,208.000000,99.938027,630.319948,848.390190,193.000000,209.000000,101.219762,622.601920,847.073322,0.947706,7.829565,0.038676,1.000000,-1.000000,-1.281735,98.000000,99.000000,48.451372,623.361085,851.461966,84.000000,101.000000,46.001349,616.055505,843.421631,0.853598,10.863631,0.053664,14.000000,-2.000000,2.450022,0.475962,0.483254,-0.007292,0.235045,0.206543,0.028502,0.000000,
test_bosch_p15_image1,bosch,test,1440,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",194.000000,208.000000,99.938027,630.319948,848.390190,193.000000,217.000000,103.426892,627.869488,847.580730,0.952064,2.580694,0.012476,1.000000,-9.000000,-3.488865,98.000000,99.000000,48.451372,623.361085,851.461966,101.000000,122.000000,55.169549,619.590776,849.186049,0.860365,4.403979,0.021290,-3.000000,-23.000000,-6.718177,0.475962,0.562212,-0.086250,0.235045,0.284533,-0.049488,0.000000,
test_bosch_p15_image1,bosch,test,1440,expert3,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",194.000000,208.000000,99.938027,630.319948,848.390190,186.000000,214.000000,99.816921,630.360148,849.459378,0.970963,1.069944,0.005360,8.000000,-6.000000,0.121106,98.000000,99.000000,48.451372,623.361085,851.461966,81.000000,76.000000,38.785726,616.904782,849.539357,0.781092,6.736488,0.033744,17.000000,23.000000,9.665646,0.475962,0.355140,0.120821,0.235045,0.150986,0.084059,0.000000,
test_bosch_p15_image1,bosch,test,1440,expert4,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",194.000000,208.000000,99.938027,630.319948,848.390190,205.000000,212.000000,102.715048,624.012400,843.858078,0.945383,7.766930,0.037808,-11.000000,-4.000000,-2.777021,98.000000,99.000000,48.451372,623.361085,851.461966,105.000000,110.000000,52.732866,626.262248,848.739698,0.908448,3.978378,0.019366,-7.000000,-11.000000,-4.281494,0.475962,0.518868,-0.042906,0.235045,0.263569,-0.028524,0.000000,
