key,subset,split,native_side,reader,outcome,resampling,said_disc_width,said_disc_height,said_disc_radius,said_disc_center_x,said_disc_center_y,truth_disc_width,truth_disc_height,truth_disc_radius,truth_disc_center_x,truth_disc_center_y,disc_dice,disc_center_offset,disc_center_offset_diameters,disc_width_error,disc_height_error,disc_radius_error,said_cup_width,said_cup_height,said_cup_radius,said_cup_center_x,said_cup_center_y,truth_cup_width,truth_cup_height,truth_cup_radius,truth_cup_center_x,truth_cup_center_y,cup_dice,cup_center_offset,cup_center_offset_diameters,cup_width_error,cup_height_error,cup_radius_error,said_vertical_ratio,truth_vertical_ratio,cup_vertical_ratio_error,said_area_ratio,truth_area_ratio,cup_area_ratio_error,cup_outside_its_disc,note
ret005_os,main,unspecified,2381,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",466.000000,394.000000,215.019897,1196.726555,1200.959462,421.000000,407.000000,206.389310,1218.762601,1230.612751,0.887389,36.944619,0.089502,45.000000,-13.000000,8.630587,209.000000,202.000000,100.202040,1213.575690,1216.010113,243.000000,291.000000,127.882004,1230.734278,1227.459700,0.749156,20.627898,0.049973,-34.000000,-89.000000,-27.679965,0.512690,0.714988,-0.202297,0.217168,0.383923,-0.166755,0.000000,
ret005_os,main,unspecified,2381,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",466.000000,394.000000,215.019897,1196.726555,1200.959462,541.000000,455.000000,238.237027,1170.778489,1203.412042,0.891765,26.063716,0.054701,-75.000000,-61.000000,-23.217130,209.000000,202.000000,100.202040,1213.575690,1216.010113,281.000000,290.000000,139.827989,1203.325638,1245.896132,0.678585,31.594900,0.066310,-72.000000,-88.000000,-39.625949,0.512690,0.637363,-0.124672,0.217168,0.344485,-0.127317,0.000000,
ret006_od,main,unspecified,2382,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",507.000000,524.000000,256.335239,1146.519055,1080.038914,475.000000,485.000000,232.996637,1147.841183,1092.263866,0.904429,12.296237,0.026387,32.000000,39.000000,23.338602,261.000000,264.000000,133.664121,1153.491537,1080.436253,195.000000,255.000000,111.591223,1124.243399,1087.182025,0.801772,30.015980,0.064413,66.000000,9.000000,22.072898,0.503817,0.525773,-0.021956,0.271902,0.229383,0.042520,0.000000,
ret006_od,main,unspecified,2382,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",507.000000,524.000000,256.335239,1146.519055,1080.038914,486.000000,501.000000,243.392720,1142.183823,1080.259693,0.945485,4.340850,0.008917,21.000000,23.000000,12.942519,261.000000,264.000000,133.664121,1153.491537,1080.436253,290.000000,269.000000,141.391133,1142.511090,1090.103909,0.907957,14.629894,0.030054,-29.000000,-5.000000,-7.727012,0.503817,0.536926,-0.033109,0.271902,0.337465,-0.065563,0.000000,
ret006_os,main,unspecified,2381,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",540.000000,505.000000,263.710806,1223.663264,1037.970217,486.000000,498.000000,248.771142,1226.834033,1050.471670,0.927646,12.897291,0.025922,54.000000,7.000000,14.939663,270.000000,259.000000,129.243754,1239.540599,1045.084608,256.000000,262.000000,125.591440,1269.520816,1057.297197,0.824953,32.372222,0.065064,14.000000,-3.000000,3.652314,0.512871,0.526104,-0.013233,0.240195,0.254871,-0.014676,0.000000,
ret006_os,main,unspecified,2381,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",540.000000,505.000000,263.710806,1223.663264,1037.970217,580.000000,507.000000,274.580121,1213.755613,1046.911373,0.947298,13.345630,0.024302,-40.000000,-2.000000,-10.869316,270.000000,259.000000,129.243754,1239.540599,1045.084608,281.000000,278.000000,140.853181,1261.191904,1056.505631,0.867645,24.478946,0.044575,-11.000000,-19.000000,-11.609427,0.512871,0.548323,-0.035452,0.240195,0.263145,-0.022950,0.000000,
ret007_od,main,unspecified,2383,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",388.000000,428.000000,203.756816,1287.809605,1197.126644,382.000000,402.000000,198.106880,1298.085518,1205.545598,0.952133,13.284320,0.033528,6.000000,26.000000,5.649937,153.000000,153.000000,75.124126,1303.062098,1206.888776,126.000000,113.000000,57.757143,1307.354676,1211.316698,0.742290,6.167067,0.015565,27.000000,40.000000,17.366982,0.357477,0.281095,0.076382,0.135936,0.084999,0.050937,0.000000,
ret007_od,main,unspecified,2383,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",388.000000,428.000000,203.756816,1287.809605,1197.126644,391.000000,425.000000,206.538086,1299.144448,1200.838502,0.954814,11.927135,0.028874,-3.000000,3.000000,-2.781270,153.000000,153.000000,75.124126,1303.062098,1206.888776,116.000000,91.000000,51.120682,1316.932765,1221.445920,0.632460,20.107357,0.048677,37.000000,62.000000,24.003443,0.357477,0.214118,0.143359,0.135936,0.061262,0.074674,0.000000,
ret007_os,main,unspecified,2381,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",409.000000,441.000000,208.968845,1206.660216,1267.987812,375.000000,417.000000,194.987707,1206.974021,1273.900481,0.930667,5.920990,0.015183,34.000000,24.000000,13.981138,159.000000,161.000000,78.511598,1209.599329,1281.649677,128.000000,123.000000,61.989007,1216.473824,1289.087806,0.767694,10.128398,0.025972,31.000000,38.000000,16.522591,0.365079,0.294964,0.070115,0.141158,0.101068,0.040089,0.000000,
ret007_os,main,unspecified,2381,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",409.000000,441.000000,208.968845,1206.660216,1267.987812,385.000000,439.000000,200.101272,1212.000771,1272.832611,0.946688,7.210659,0.018018,24.000000,2.000000,8.867574,159.000000,161.000000,78.511598,1209.599329,1281.649677,127.000000,121.000000,59.129652,1227.020757,1293.120357,0.715345,20.858635,0.052120,32.000000,40.000000,19.381945,0.365079,0.275626,0.089453,0.141158,0.087319,0.053838,0.000000,
ret008_od,main,unspecified,2386,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",480.000000,451.000000,233.537690,1054.989862,1100.696817,462.000000,434.000000,222.631955,1052.710898,1112.495822,0.949742,12.017080,0.026989,18.000000,17.000000,10.905735,280.000000,277.000000,135.965007,1049.521084,1113.707475,233.000000,240.000000,118.710637,1041.952837,1114.829057,0.865118,7.650903,0.017183,47.000000,37.000000,17.254371,0.614191,0.552995,0.061195,0.338954,0.284318,0.054636,0.000000,
ret008_od,main,unspecified,2386,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",480.000000,451.000000,233.537690,1054.989862,1100.696817,464.000000,434.000000,224.469475,1051.447345,1105.244892,0.959294,5.764930,0.012841,16.000000,17.000000,9.068215,280.000000,277.000000,135.965007,1049.521084,1113.707475,239.000000,229.000000,114.806689,1032.375362,1106.241137,0.832447,18.700855,0.041656,41.000000,48.000000,21.158319,0.614191,0.527650,0.086541,0.338954,0.261589,0.077364,0.000000,
ret008_os,main,unspecified,2385,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",485.000000,500.000000,243.144765,1227.356740,1034.347011,463.000000,455.000000,225.447927,1230.532588,1041.893942,0.924576,8.187929,0.018159,22.000000,45.000000,17.696838,292.000000,299.000000,147.814441,1241.482175,1044.866275,279.000000,276.000000,136.986579,1251.207691,1047.584907,0.920984,10.098347,0.022396,13.000000,23.000000,10.827862,0.598000,0.606593,-0.008593,0.369576,0.369202,0.000375,0.000000,
ret008_os,main,unspecified,2385,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",485.000000,500.000000,243.144765,1227.356740,1034.347011,473.000000,458.000000,230.805952,1227.029822,1040.657744,0.947967,6.319195,0.013689,12.000000,42.000000,12.338813,292.000000,299.000000,147.814441,1241.482175,1044.866275,250.000000,251.000000,123.547214,1256.067796,1052.956249,0.822495,16.678968,0.036132,42.000000,48.000000,24.267227,0.598000,0.548035,0.049965,0.369576,0.286531,0.083045,0.000000,
ret009_od,main,unspecified,2385,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",,,,,,518.000000,514.000000,255.502520,1363.048618,1208.541763,0.000000,,,,,,,,,,,284.000000,237.000000,125.148390,1307.606983,1200.643586,0.000000,,,,,,,0.461089,,,0.239917,,,
ret009_od,main,unspecified,2385,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",,,,,,522.000000,517.000000,257.814886,1361.866668,1198.013040,0.000000,,,,,,,,,,,227.000000,208.000000,109.641649,1300.320315,1186.697029,0.000000,,,,,,,0.402321,,,0.180857,,,
ret009_os,main,unspecified,2384,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",380.000000,372.000000,148.644416,1346.968796,968.883266,513.000000,513.000000,257.025356,1269.776352,1072.666431,0.499368,129.343028,0.251615,-133.000000,-141.000000,-108.380940,121.000000,69.000000,34.127641,1321.445750,999.739546,264.000000,243.000000,123.980581,1292.481777,1053.389812,0.140869,60.969359,0.118606,-143.000000,-174.000000,-89.852940,0.185484,0.473684,-0.288200,0.052713,0.232678,-0.179965,0.000000,
ret009_os,main,unspecified,2384,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",380.000000,372.000000,148.644416,1346.968796,968.883266,520.000000,501.000000,251.595662,1271.501006,1065.135605,0.513378,122.310671,0.243070,-140.000000,-129.000000,-102.951246,121.000000,69.000000,34.127641,1321.445750,999.739546,229.000000,217.000000,109.224247,1312.547587,1045.443021,0.177889,46.561625,0.092533,-108.000000,-148.000000,-75.096607,0.185484,0.433134,-0.247650,0.052713,0.188465,-0.135753,0.000000,
ret010_od,main,unspecified,2383,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",485.000000,466.000000,242.594960,1394.943869,1179.237368,485.000000,522.000000,244.930417,1398.963076,1174.873368,0.953881,5.932834,0.012111,0.000000,-56.000000,-2.335457,305.000000,322.000000,158.550323,1405.923089,1167.043875,353.000000,386.000000,181.697954,1394.854951,1157.924207,0.858335,14.341269,0.029276,-48.000000,-64.000000,-23.147631,0.690987,0.739464,-0.048476,0.427140,0.550319,-0.123179,0.000000,
ret010_od,main,unspecified,2383,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",485.000000,466.000000,242.594960,1394.943869,1179.237368,486.000000,504.000000,245.596852,1397.559627,1168.931660,0.962958,10.632488,0.021646,-1.000000,-38.000000,-3.001891,305.000000,322.000000,158.550323,1405.923089,1167.043875,336.000000,391.000000,179.096205,1389.078785,1154.589066,0.855849,20.948815,0.042649,-31.000000,-69.000000,-20.545882,0.690987,0.775794,-0.084807,0.427140,0.531774,-0.104634,0.000000,
ret010_os,main,unspecified,2382,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",503.000000,538.000000,258.819781,1125.233369,1292.715469,513.000000,570.000000,265.957797,1131.575476,1279.729619,0.950410,14.451804,0.027169,-10.000000,-32.000000,-7.138016,316.000000,379.000000,171.723221,1131.503508,1279.650558,349.000000,460.000000,197.868936,1167.003976,1267.446049,0.807755,37.539755,0.070575,-33.000000,-81.000000,-26.145716,0.704461,0.807018,-0.102557,0.440213,0.553515,-0.113302,0.000000,
ret010_os,main,unspecified,2382,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",503.000000,538.000000,258.819781,1125.233369,1292.715469,507.000000,563.000000,262.595555,1126.376863,1277.063148,0.956605,15.694035,0.029883,-4.000000,-25.000000,-3.775774,316.000000,379.000000,171.723221,1131.503508,1279.650558,385.000000,434.000000,199.628262,1130.662867,1266.180492,0.850555,13.496272,0.025698,-69.000000,-55.000000,-27.905041,0.704461,0.770870,-0.066409,0.440213,0.577922,-0.137709,0.000000,
ret013_od,main,unspecified,2381,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",482.000000,513.000000,248.163905,1695.700087,1212.071378,470.000000,497.000000,240.014100,1693.355542,1223.170497,0.959522,11.344043,0.023632,12.000000,16.000000,8.149804,241.000000,278.000000,128.944169,1694.790998,1215.352682,220.000000,272.000000,118.927631,1703.147117,1210.444817,0.908884,9.690813,0.020188,21.000000,6.000000,10.016537,0.541910,0.547284,-0.005373,0.269977,0.245523,0.024454,0.000000,
ret013_od,main,unspecified,2381,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",482.000000,513.000000,248.163905,1695.700087,1212.071378,465.000000,498.000000,238.600838,1689.664583,1219.723129,0.957876,9.745593,0.020422,17.000000,15.000000,9.563067,241.000000,278.000000,128.944169,1694.790998,1215.352682,244.000000,355.000000,140.952580,1710.135494,1223.896485,0.863899,17.562748,0.036804,-3.000000,-77.000000,-12.008412,0.541910,0.712851,-0.170941,0.269977,0.348981,-0.079005,0.000000,
ret013_os,main,unspecified,2381,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",140.000000,259.000000,79.372472,1492.039359,1417.494543,478.000000,502.000000,241.016613,1371.236810,1474.404856,0.195685,133.536660,0.277028,-338.000000,-243.000000,-161.644141,,,,,,165.000000,230.000000,96.152538,1382.166466,1484.684283,0.000000,,,,,,,0.458167,,0.000000,0.159158,-0.159158,,
ret013_os,main,unspecified,2381,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",140.000000,259.000000,79.372472,1492.039359,1417.494543,471.000000,514.000000,241.845905,1368.487684,1472.881241,0.194476,135.398311,0.279927,-331.000000,-255.000000,-162.473433,,,,,,184.000000,272.000000,108.563623,1381.587490,1486.250331,0.000000,,,,,,,0.529183,,0.000000,0.201507,-0.201507,,
ret014_od,main,unspecified,2382,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",470.000000,476.000000,235.493570,1322.326097,1401.496074,443.000000,458.000000,225.667370,1315.892779,1407.775489,0.955400,8.989919,0.019919,27.000000,18.000000,9.826200,360.000000,375.000000,183.626159,1304.114774,1392.788738,343.000000,388.000000,177.107009,1300.099389,1408.099612,0.920674,15.828651,0.035071,17.000000,-13.000000,6.519149,0.787815,0.847162,-0.059346,0.608010,0.615934,-0.007923,0.000000,
ret014_od,main,unspecified,2382,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",470.000000,476.000000,235.493570,1322.326097,1401.496074,450.000000,459.000000,226.675058,1317.380362,1405.278627,0.961274,6.226396,0.013734,20.000000,17.000000,8.818512,360.000000,375.000000,183.626159,1304.114774,1392.788738,338.000000,399.000000,174.030311,1298.977351,1406.107885,0.891395,14.275601,0.031489,22.000000,-24.000000,9.595848,0.787815,0.869281,-0.081466,0.608010,0.589444,0.018567,0.000000,
ret014_os,main,unspecified,2383,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",459.000000,461.000000,224.483655,1234.758366,1180.995048,439.000000,429.000000,214.862920,1240.339008,1180.716186,0.950779,5.587605,0.013003,20.000000,32.000000,9.620735,279.000000,288.000000,140.617958,1256.379781,1193.134659,240.000000,300.000000,131.603796,1283.533477,1178.050688,0.852717,31.062024,0.072283,39.000000,-12.000000,9.014162,0.624729,0.699301,-0.074572,0.392385,0.375158,0.017227,0.000000,
ret014_os,main,unspecified,2383,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",459.000000,461.000000,224.483655,1234.758366,1180.995048,435.000000,441.000000,216.015365,1238.202469,1179.453249,0.959473,3.773459,0.008734,24.000000,20.000000,8.468290,279.000000,288.000000,140.617958,1256.379781,1193.134659,302.000000,311.000000,149.289724,1258.263061,1186.515725,0.929347,6.881645,0.015929,-23.000000,-23.000000,-8.671766,0.624729,0.705215,-0.080487,0.392385,0.477629,-0.085244,0.000000,
ret015_od,main,unspecified,2384,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",466.000000,538.000000,250.899491,1186.350396,1178.071428,448.000000,513.000000,239.221041,1195.859976,1192.600357,0.934090,17.364386,0.036294,18.000000,25.000000,11.678451,247.000000,282.000000,132.111951,1189.728498,1194.529855,220.000000,258.000000,118.982487,1196.449084,1196.724992,0.887410,7.070000,0.014777,27.000000,24.000000,13.129464,0.524164,0.502924,0.021240,0.277258,0.247382,0.029877,0.000000,
ret015_od,main,unspecified,2384,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",466.000000,538.000000,250.899491,1186.350396,1178.071428,447.000000,526.000000,239.967015,1193.478989,1186.197252,0.946162,10.809526,0.022523,19.000000,12.000000,10.932476,247.000000,282.000000,132.111951,1189.728498,1194.529855,284.000000,353.000000,150.327677,1218.444905,1189.597859,0.823003,29.136860,0.060710,-37.000000,-71.000000,-18.215725,0.524164,0.671103,-0.146939,0.277258,0.392441,-0.115183,0.000000,
ret015_os,main,unspecified,2382,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",478.000000,521.000000,251.820129,1107.176203,1222.238612,456.000000,541.000000,251.276638,1097.694535,1219.665613,0.954542,9.824579,0.019549,22.000000,-20.000000,0.543490,323.000000,339.000000,165.737352,1107.597861,1223.522342,330.000000,394.000000,180.148835,1103.287055,1217.343040,0.912968,7.534375,0.014992,-7.000000,-55.000000,-14.411483,0.650672,0.728281,-0.077609,0.433172,0.513995,-0.080823,0.000000,
ret015_os,main,unspecified,2382,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",478.000000,521.000000,251.820129,1107.176203,1222.238612,459.000000,556.000000,254.612077,1109.602806,1222.662041,0.955391,2.463269,0.004837,19.000000,-35.000000,-2.791948,323.000000,339.000000,165.737352,1107.597861,1223.522342,347.000000,429.000000,194.406501,1107.370630,1219.922802,0.841793,3.606705,0.007083,-24.000000,-90.000000,-28.669149,0.650672,0.771583,-0.120911,0.433172,0.582993,-0.149822,0.000000,
ret016_od,main,unspecified,2384,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",563.000000,526.000000,269.633043,1173.493148,1408.664181,564.000000,494.000000,261.310544,1175.238232,1418.517565,0.960006,10.006722,0.019147,-1.000000,32.000000,8.322500,337.000000,318.000000,162.763561,1171.193050,1418.961275,318.000000,323.000000,153.080552,1180.083199,1408.842215,0.910001,13.469600,0.025773,19.000000,-5.000000,9.683009,0.604563,0.653846,-0.049283,0.364391,0.343183,0.021208,0.000000,
ret016_od,main,unspecified,2384,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",563.000000,526.000000,269.633043,1173.493148,1408.664181,562.000000,513.000000,264.687906,1172.988605,1409.647440,0.978018,1.105153,0.002088,1.000000,13.000000,4.945137,337.000000,318.000000,162.763561,1171.193050,1418.961275,345.000000,308.000000,159.997243,1190.943796,1417.418766,0.913565,19.810889,0.037423,-8.000000,10.000000,2.766319,0.604563,0.600390,0.004173,0.364391,0.365390,-0.000999,0.000000,
ret016_os,main,unspecified,2383,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",545.000000,554.000000,275.096666,1327.862078,1470.670759,545.000000,537.000000,265.073055,1323.964701,1478.960651,0.955114,9.160341,0.017279,0.000000,17.000000,10.023611,329.000000,315.000000,157.582706,1316.307013,1462.549152,305.000000,303.000000,149.982137,1316.189645,1478.527049,0.915632,15.978328,0.030139,24.000000,12.000000,7.600569,0.568592,0.564246,0.004346,0.328130,0.320146,0.007985,0.000000,
ret016_os,main,unspecified,2383,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",545.000000,554.000000,275.096666,1327.862078,1470.670759,541.000000,529.000000,263.883959,1330.534174,1473.520236,0.958170,3.906356,0.007402,4.000000,25.000000,11.212706,329.000000,315.000000,157.582706,1316.307013,1462.549152,323.000000,308.000000,154.577650,1321.520595,1471.554019,0.951692,10.405242,0.019716,6.000000,7.000000,3.005056,0.568592,0.582231,-0.013639,0.328130,0.343137,-0.015007,0.000000,
ret018_od,main,unspecified,2385,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",470.000000,485.000000,238.378612,1253.168811,1158.513380,441.000000,445.000000,222.166081,1252.309496,1166.002031,0.929681,7.537794,0.016964,29.000000,40.000000,16.212531,244.000000,261.000000,127.214430,1254.249498,1150.048995,173.000000,207.000000,94.593917,1245.593291,1139.354132,0.712095,13.758998,0.030966,71.000000,54.000000,32.620513,0.538144,0.465169,0.072976,0.284799,0.181289,0.103510,0.000000,
ret018_od,main,unspecified,2385,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",470.000000,485.000000,238.378612,1253.168811,1158.513380,453.000000,453.000000,223.051908,1246.342301,1166.835190,0.933313,10.763539,0.024128,17.000000,32.000000,15.326704,244.000000,261.000000,127.214430,1254.249498,1150.048995,212.000000,239.000000,112.304909,1237.881660,1156.081165,0.867230,17.444002,0.039103,32.000000,22.000000,14.909521,0.538144,0.527594,0.010551,0.284799,0.253504,0.031294,0.000000,
